# Minitial =  1.00 msun, Z = 0.0040, Mfinal = 0.610 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
    s33     33   1.2678606E-07  1.5904041E-06  1.4636180E-06  7.0092727E-07  6.4509271E-07  3.6050811E-02
    s34     34   3.0988303E-08  8.4897416E-05  8.4866428E-05  3.7416226E-05  3.7405054E-05  1.2972110E-04
    s35     35   1.0913718E-07  1.0913718E-07  0.0000000E+00  4.8099242E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -2.1770938E-06  3.0218460E-05  3.2395554E-05  1.3317964E-05  1.4278407E-05 -3.0241936E-02
   fe55     55   2.8280394E-07  2.8280394E-07  0.0000000E+00  1.2463813E-07  0.0000000E+00  0.0000000E+00
   fe56     56  -2.0437117E-05  5.1074004E-04  5.3117715E-04  2.2509477E-04  2.3411745E-04 -1.7068379E-02
   fe57     57   4.7192652E-06  1.7691906E-05  1.2972640E-05  7.7972254E-06  5.7177185E-06  1.3471735E-01
   fe58     58   1.1192293E-05  1.2872167E-05  1.6798738E-06  5.6730569E-06  7.4040793E-07  8.8434613E-01
   fe59     59   3.3759410E-39  3.3759410E-39  0.0000000E+00  1.4878539E-39  0.0000000E+00  0.0000000E+00
   fe60     60   1.4890609E-06  1.4890609E-06  0.0000000E+00  6.5626307E-07  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   3.0514489E-06  4.5772586E-06  1.5258096E-06  2.0173020E-06  6.7250380E-07  4.7707617E-01
   co60     60   5.2335783E-12  5.2335783E-12  0.0000000E+00  2.3065571E-12  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.5629084E-06  2.0901307E-05  2.2464215E-05  9.2116816E-06  9.9011504E-06 -3.1346738E-02
   ni59     59   6.9659158E-09  6.9659158E-09  0.0000000E+00  3.0700378E-09  0.0000000E+00  0.0000000E+00
   ni60     60   8.1897360E-07  9.7158918E-06  8.8969182E-06  4.2820147E-06  3.9213351E-06  3.8214203E-02
   ni61     61   4.9682571E-06  5.3587364E-06  3.9047933E-07  2.3617172E-06  1.7210458E-07  1.1374354E+00
   ni62     62  -1.2593032E-06  2.0815449E-09  1.2613847E-06  9.1738428E-10  5.5595797E-07 -2.7824907E+00
# Minitial =  3.50 msun, Z = 0.0040, Mfinal = 0.814 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   4.0799978E-07  4.3845637E-07  3.0456590E-08  1.6323767E-07  1.1339757E-08  1.1582167E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -9.4831944E-02  1.9156566E+00  2.0104885E+00  7.1320057E-01  7.4855560E-01 -2.1012390E-02
      d      2   1.5990811E-17  1.5990811E-17  0.0000000E+00  5.9533922E-18  0.0000000E+00  0.0000000E+00
    he3      3   8.7354885E-05  8.7354885E-05  0.0000000E+00  3.2522297E-05  0.0000000E+00  0.0000000E+00
    he4      4   6.9175839E-02  7.3432416E-01  6.6514832E-01  2.7338949E-01  2.4765149E-01  4.2940877E-02
    li7      7   1.6629883E-08  2.1640288E-08  5.0104045E-09  8.0566975E-09  1.8655000E-09  6.3536179E-01
    be7      7   7.9485074E-10  7.9485074E-10  0.0000000E+00  2.9592359E-10  0.0000000E+00  0.0000000E+00
     b8      8   1.2974544E-17  1.2974544E-17  0.0000000E+00  4.8304337E-18  0.0000000E+00  0.0000000E+00
    c12     12   2.2788664E-02  2.4417708E-02  1.6290436E-03  9.0907328E-03  6.0653407E-04  1.1757437E+00
    c13     13   3.4077736E-04  3.6038313E-04  1.9605757E-05  1.3417094E-04  7.2997177E-06  1.2643524E+00
    c14     14   1.3150004E-08  1.3150004E-08  0.0000000E+00  4.8957576E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.0546779E-03  1.6482362E-03  5.9355830E-04  6.1363971E-04  2.2099674E-04  4.4352758E-01
    n15     15  -2.2935437E-06  5.0539704E-08  2.3440834E-06  1.8815975E-08  8.7276146E-07 -1.6663688E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   9.6771866E-05  5.2519608E-03  5.1551890E-03  1.9553094E-03  1.9194069E-03  8.0484422E-03
    o17     17   1.0881832E-05  1.2970344E-05  2.0885118E-06  4.8288698E-06  7.7760563E-07  7.9308611E-01
    o18     18  -9.9087947E-06  1.7340939E-06  1.1642888E-05  6.4560459E-07  4.3349410E-06 -8.2701659E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   3.1453253E-06  3.3629958E-06  2.1767057E-07  1.2520461E-06  8.1044249E-08  1.1888981E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.0218937E-05  8.8040257E-04  8.7018363E-04  3.2777461E-04  3.2399135E-04  5.0418884E-03
   ne21     21   2.8017091E-06  5.0196832E-06  2.2179740E-06  1.8688322E-06  8.2580766E-07  3.5469142E-01
   ne22     22   1.0072959E-03  1.0772767E-03  6.9980793E-05  4.0107101E-04  2.6055615E-05  1.1873200E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.4071873E-14  3.4071873E-14  0.0000000E+00  1.2684987E-14  0.0000000E+00  0.0000000E+00
   na23     23   1.7584574E-05  3.5532401E-05  1.7947827E-05  1.3228742E-05  6.6824286E-06  2.9658425E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -8.1343169E-06  2.6862326E-04  2.7675758E-04  1.0000866E-04  1.0304382E-04 -1.2984327E-02
   mg25     25   8.4699692E-05  1.2107196E-04  3.6372272E-05  4.5075194E-05  1.3542315E-05  5.2224469E-01
   mg26     26   1.5225782E-04  1.9397819E-04  4.1720374E-05  7.2218245E-05  1.5533549E-05  6.6737622E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   7.4089151E-08  7.4089151E-08  0.0000000E+00  2.7583454E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   9.3995368E-06  4.0610194E-05  3.1210657E-05  1.5119209E-05  1.1620516E-05  1.1430368E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   5.5019336E-06  3.5663790E-04  3.5113597E-04  1.3277659E-04  1.3073678E-04  6.7237481E-03
   si29     29   1.5417190E-06  1.9963156E-05  1.8421437E-05  7.4322998E-06  6.8587660E-06  3.4877233E-02
   si30     30   3.2449152E-06  1.5892780E-05  1.2647864E-05  5.9168951E-06  4.7091189E-06  9.9154219E-02
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   6.0058607E-12  6.0058607E-12  0.0000000E+00  2.2359870E-12  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   6.2301660E-07  5.0082617E-06  4.3852451E-06  1.8645800E-06  1.6327374E-06  5.7664685E-02
    p32     32   1.5331819E-15  1.5331819E-15  0.0000000E+00  5.7080492E-16  0.0000000E+00  0.0000000E+00
    p33     33   4.3979358E-27  4.3979358E-27  0.0000000E+00  1.6373551E-27  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.4001056E-06  2.1044734E-04  2.1284744E-04  7.8349723E-05  7.9248472E-05 -4.9534389E-03
    s33     33   5.3966346E-08  1.7865717E-06  1.7326054E-06  6.6514212E-07  6.4509271E-07  1.3292316E-02
    s34     34   2.4447218E-08  1.0048784E-04  1.0046339E-04  3.7411704E-05  3.7405054E-05  7.7185105E-05
    s35     35   1.1628271E-07  1.1628271E-07  0.0000000E+00  4.3292150E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -1.3376484E-06  3.7011640E-05  3.8349288E-05  1.3779464E-05  1.4278407E-05 -1.5447431E-02
   fe55     55   7.1975236E-08  7.1975236E-08  0.0000000E+00  2.6796441E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -1.6136037E-05  6.1266223E-04  6.2879827E-04  2.2809466E-04  2.3411745E-04 -1.1318658E-02
   fe57     57   1.5575315E-06  1.6914317E-05  1.5356785E-05  6.2972144E-06  5.7177185E-06  4.1925713E-02
   fe58     58   6.8465952E-06  8.8352008E-06  1.9886054E-06  3.2893527E-06  7.4040793E-07  6.4763939E-01
   fe59     59   9.1013064E-31  9.1013064E-31  0.0000000E+00  3.3884241E-31  0.0000000E+00  0.0000000E+00
   fe60     60   3.1449172E-06  3.1449172E-06  0.0000000E+00  1.1708553E-06  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   2.5151976E-06  4.3214245E-06  1.8062268E-06  1.6088700E-06  6.7250380E-07  3.7882623E-01
   co60     60   1.0831671E-11  1.0831671E-11  0.0000000E+00  4.0326401E-12  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -9.4216375E-07  2.5650581E-05  2.6592745E-05  9.5497326E-06  9.9011504E-06 -1.5694436E-02
   ni59     59   2.5302966E-09  2.5302966E-09  0.0000000E+00  9.4203156E-10  0.0000000E+00  0.0000000E+00
   ni60     60   7.1096656E-07  1.1242983E-05  1.0532016E-05  4.1857720E-06  3.9213351E-06  2.8341597E-02
   ni61     61   6.0758302E-06  6.5380727E-06  4.6224258E-07  2.4341300E-06  1.7210458E-07  1.1505513E+00
   ni62     62  -1.4907561E-06  2.4491387E-09  1.4932052E-06  9.1181640E-10  5.5595797E-07 -2.7851346E+00
# Minitial =  4.00 msun, Z = 0.0040, Mfinal = 0.852 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   8.1242808E-07  8.4812336E-07  3.5695276E-08  2.6941657E-07  1.1339757E-08  1.3758206E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.6293478E-01  2.1933677E+00  2.3563025E+00  6.9674957E-01  7.4855560E-01 -3.1147344E-02
      d      2   1.7076649E-17  1.7076649E-17  0.0000000E+00  5.4246025E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.5064619E-05  2.5064619E-05  0.0000000E+00  7.9620768E-06  0.0000000E+00  0.0000000E+00
    he4      4   1.2950867E-01  9.0906578E-01  7.7955711E-01  2.8877565E-01  2.4765149E-01  6.6719651E-02
    li7      7   7.1676207E-09  1.3039839E-08  5.8722187E-09  4.1422616E-09  1.8655000E-09  3.4644228E-01
    be7      7   1.6853106E-08  1.6853106E-08  0.0000000E+00  5.3535913E-09  0.0000000E+00  0.0000000E+00
     b8      8   3.3636110E-24  3.3636110E-24  0.0000000E+00  1.0684914E-24  0.0000000E+00  0.0000000E+00
    c12     12   7.3105730E-03  9.2198206E-03  1.9092474E-03  2.9287867E-03  6.0653407E-04  6.8383253E-01
    c13     13   1.6734289E-03  1.6964070E-03  2.2978045E-05  5.3888402E-04  7.2997177E-06  1.8681892E+00
    c14     14   5.8665797E-09  5.8665797E-09  0.0000000E+00  1.8635895E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.2967018E-02  2.3662671E-02  6.9565332E-04  7.5167315E-03  2.2099674E-04  1.5316432E+00
    n15     15  -2.3244065E-06  4.2287112E-07  2.7472777E-06  1.3433009E-07  8.7276146E-07 -8.1272227E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   2.6683789E-05  6.0685910E-03  6.0419072E-03  1.9277608E-03  1.9194069E-03  1.8860919E-03
    o17     17   6.5110085E-06  8.9587547E-06  2.4477463E-06  2.8458560E-06  7.7760563E-07  5.6345356E-01
    o18     18  -1.3543514E-05  1.0200924E-07  1.3645523E-05  3.2404458E-08  4.3349410E-06 -2.1263785E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   2.3072162E-06  2.5623272E-06  2.5511099E-07  8.1395399E-07  8.1044249E-08  1.0018777E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.0374119E-05  1.0302338E-03  1.0198597E-03  3.2726614E-04  3.2399135E-04  4.3676547E-03
   ne21     21   1.5566000E-06  4.1560766E-06  2.5994766E-06  1.3202276E-06  8.2580766E-07  2.0376991E-01
   ne22     22   9.8462682E-04  1.0666447E-03  8.2017839E-05  3.3883250E-04  2.6055615E-05  1.1140838E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.8594322E-11  1.8594322E-11  0.0000000E+00  5.9067096E-12  0.0000000E+00  0.0000000E+00
   na23     23   2.5552599E-05  4.6587542E-05  2.1034943E-05  1.4799092E-05  6.6824286E-06  3.4530073E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -7.9004676E-06  3.1646076E-04  3.2436123E-04  1.0052756E-04  1.0304382E-04 -1.0736804E-02
   mg25     25   1.2515174E-04  1.6778022E-04  4.2628486E-05  5.3297401E-05  1.3542315E-05  5.9501314E-01
   mg26     26   2.6414619E-04  3.1304269E-04  4.8896487E-05  9.9441771E-05  1.5533549E-05  8.0629814E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   1.6536831E-07  1.6536831E-07  0.0000000E+00  5.2531227E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.0148236E-05  4.6727284E-05  3.6579047E-05  1.4843483E-05  1.1620516E-05  1.0631043E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   9.9846220E-06  4.2151773E-04  4.1153311E-04  1.3390018E-04  1.3073678E-04  1.0383391E-02
   si29     29   2.5546469E-06  2.4144663E-05  2.1590016E-05  7.6698425E-06  6.8587660E-06  4.8540439E-02
   si30     30   5.1323459E-06  1.9955705E-05  1.4823359E-05  6.3391694E-06  4.7091189E-06  1.2909271E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   3.0117717E-11  3.0117717E-11  0.0000000E+00  9.5672550E-12  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.1588554E-06  6.2983845E-06  5.1395291E-06  2.0007574E-06  1.6327374E-06  8.8278078E-02
    p32     32   7.6884774E-15  7.6884774E-15  0.0000000E+00  2.4423371E-15  0.0000000E+00  0.0000000E+00
    p33     33   5.2839964E-25  5.2839964E-25  0.0000000E+00  1.6785249E-25  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -3.2698736E-06  2.4618840E-04  2.4945827E-04  7.8204699E-05  7.9248472E-05 -5.7580513E-03
    s33     33   5.0026756E-08  2.0806488E-06  2.0306220E-06  6.6094304E-07  6.4509271E-07  1.0541883E-02
    s34     34   3.2930984E-08  1.1777652E-04  1.1774359E-04  3.7413127E-05  3.7405054E-05  9.3697105E-05
    s35     35   1.7415962E-07  1.7415962E-07  0.0000000E+00  5.5323895E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -1.5010664E-06  4.3444488E-05  4.4945555E-05  1.3800664E-05  1.4278407E-05 -1.4779802E-02
   fe55     55   5.2036214E-08  5.2036214E-08  0.0000000E+00  1.6529928E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -1.9938394E-05  7.1701629E-04  7.3695468E-04  2.2776883E-04  2.3411745E-04 -1.1939498E-02
   fe57     57   1.0736894E-06  1.9071918E-05  1.7998229E-05  6.0584239E-06  5.7177185E-06  2.5136866E-02
   fe58     58   6.6072912E-06  8.9379464E-06  2.3306552E-06  2.8392460E-06  7.4040793E-07  5.8373201E-01
   fe59     59   9.5140793E-27  9.5140793E-27  0.0000000E+00  3.0222615E-27  0.0000000E+00  0.0000000E+00
   fe60     60   5.1469142E-06  5.1469142E-06  0.0000000E+00  1.6349791E-06  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   2.7303581E-06  4.8472648E-06  2.1169067E-06  1.5397918E-06  6.7250380E-07  3.5976723E-01
   co60     60   1.7929869E-11  1.7929869E-11  0.0000000E+00  5.6956384E-12  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.0506974E-06  3.0116133E-05  3.1166830E-05  9.5667510E-06  9.9011504E-06 -1.4921182E-02
   ni59     59   1.7142334E-09  1.7142334E-09  0.0000000E+00  5.4454685E-10  0.0000000E+00  0.0000000E+00
   ni60     60   8.6919681E-07  1.3212772E-05  1.2343575E-05  4.1971957E-06  3.9213351E-06  2.9525254E-02
   ni61     61   9.1424536E-06  9.6842041E-06  5.4175058E-07  3.0763038E-06  1.7210458E-07  1.2522368E+00
   ni62     62  -1.7477402E-06  2.3037103E-09  1.7500439E-06  7.3180123E-10  5.5595797E-07 -2.8806489E+00
# Minitial =  4.50 msun, Z = 0.0040, Mfinal = 0.872 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.4452435E-06  1.4863815E-06  4.1138073E-08  4.0969721E-07  1.1339757E-08  1.5578593E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.6644635E-01  2.4491441E+00  2.7155905E+00  6.7506731E-01  7.4855560E-01 -4.4876982E-02
      d      2   1.9351300E-17  1.9351300E-17  0.0000000E+00  5.3338752E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.1277316E-06  3.1277316E-06  0.0000000E+00  8.6210900E-07  0.0000000E+00  0.0000000E+00
    he4      4   2.1591794E-01  1.1143415E+00  8.9842355E-01  3.0715036E-01  2.4765149E-01  9.3510114E-02
    li7      7  -5.8700529E-09  8.9755858E-10  6.7676114E-09  2.4739763E-10  1.8655000E-09 -8.7739968E-01
    be7      7   1.7703347E-09  1.7703347E-09  0.0000000E+00  4.8796434E-10  0.0000000E+00  0.0000000E+00
     b8      8   6.5949496E-25  6.5949496E-25  0.0000000E+00  1.8177920E-25  0.0000000E+00  0.0000000E+00
    c12     12   3.2078191E-03  5.4081874E-03  2.2003683E-03  1.4906800E-03  6.0653407E-04  3.9052925E-01
    c13     13   6.5605005E-04  6.8253180E-04  2.6481724E-05  1.8812894E-04  7.2997177E-06  1.4111495E+00
    c14     14   2.2890216E-08  2.2890216E-08  0.0000000E+00  6.3093206E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.4992242E-02  4.5793969E-02  8.0172619E-04  1.2622373E-02  2.2099674E-04  1.7567551E+00
    n15     15  -2.3221501E-06  8.4403115E-07  3.1661812E-06  2.3264364E-07  8.7276146E-07 -5.7420439E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -8.6215697E-04  6.1010174E-03  6.9631743E-03  1.6816475E-03  1.9194069E-03 -5.7432104E-02
    o17     17   9.6268386E-06  1.2447816E-05  2.8209772E-06  3.4310406E-06  7.7760563E-07  6.4466643E-01
    o18     18  -1.5609723E-05  1.1646124E-07  1.5726184E-05  3.2100672E-08  4.3349410E-06 -2.1304691E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   6.2315235E-07  9.1716254E-07  2.9401019E-07  2.5280113E-07  8.1044249E-08  4.9405682E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   2.1970365E-05  1.1973376E-03  1.1753673E-03  3.3002690E-04  3.2399135E-04  8.0159158E-03
   ne21     21  -2.2577747E-06  7.3806859E-07  2.9958433E-06  2.0343677E-07  8.2580766E-07 -6.0844946E-01
   ne22     22   1.7528648E-03  1.8473887E-03  9.4523879E-05  5.0920306E-04  2.6055615E-05  1.2909896E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.6225813E-11  2.6225813E-11  0.0000000E+00  7.2287246E-12  0.0000000E+00  0.0000000E+00
   na23     23   4.2521555E-05  6.6763896E-05  2.4242339E-05  1.8402397E-05  6.6824286E-06  4.3994009E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -1.4982448E-05  3.5883722E-04  3.7381967E-04  9.8907723E-05  1.0304382E-04 -1.7791744E-02
   mg25     25   2.1665209E-04  2.6578055E-04  4.9128455E-05  7.3258147E-05  1.3542315E-05  7.3316300E-01
   mg26     26   4.6748613E-04  5.2383833E-04  5.6352197E-05  1.4438764E-04  1.5533549E-05  9.6825933E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   3.3174033E-06  3.3174033E-06  0.0000000E+00  9.1438898E-07  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.7532977E-05  5.9689577E-05  4.2156600E-05  1.6452474E-05  1.1620516E-05  1.5100582E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.8324296E-05  4.9260777E-04  4.7428347E-04  1.3577942E-04  1.3073678E-04  1.6436193E-02
   si29     29   4.4672852E-06  2.9349336E-05  2.4882051E-05  8.0896734E-06  6.8587660E-06  7.1684994E-02
   si30     30   8.6535329E-06  2.5737150E-05  1.7083617E-05  7.0940328E-06  4.7091189E-06  1.7795353E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   1.3942467E-11  1.3942467E-11  0.0000000E+00  3.8430175E-12  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
