# Minitial =  1.00 msun, Z = 0.0040, Mfinal = 0.610 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
   co60     60   1.0266203E-17  1.0266203E-17  0.0000000E+00  1.1773169E-17  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.2839337E-08  8.6202162E-06  8.6330556E-06  9.8855689E-06  9.9011504E-06 -6.8397971E-04
   ni59     59   1.3355754E-09  1.3355754E-09  0.0000000E+00  1.5316233E-09  0.0000000E+00  0.0000000E+00
   ni60     60  -7.6556717E-10  3.4183427E-06  3.4191082E-06  3.9201177E-06  3.9213351E-06 -1.3483506E-04
   ni61     61   3.2604743E-07  4.7610962E-07  1.5006219E-07  5.4599730E-07  1.7210458E-07  5.0139809E-01
   ni62     62  -3.2635577E-07  1.5839757E-07  4.8475334E-07  1.8164859E-07  5.5595797E-07 -4.8580992E-01
# Minitial =  1.75 msun, Z = 0.0040, Mfinal = 0.630 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   7.4164586E-09  2.0115989E-08  1.2699530E-08  1.7960705E-08  1.1339757E-08  1.9971965E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -3.8014054E-02  8.0030239E-01  8.3831644E-01  7.1455568E-01  7.4855560E-01 -2.0187991E-02
      d      2   5.6916238E-18  5.6916238E-18  0.0000000E+00  5.0818068E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.1890874E-04  3.1890874E-04  0.0000000E+00  2.8473994E-04  0.0000000E+00  0.0000000E+00
    he4      4   3.1801283E-02  3.0914918E-01  2.7734789E-01  2.7602604E-01  2.4765149E-01  4.7109123E-02
    li7      7  -1.3314427E-09  7.5775303E-10  2.0891957E-09  6.7656519E-10  1.8655000E-09 -4.4048560E-01
    be7      7   1.9294275E-13  1.9294275E-13  0.0000000E+00  1.7227031E-13  0.0000000E+00  0.0000000E+00
     b8      8   1.5353798E-25  1.5353798E-25  0.0000000E+00  1.3708748E-25  0.0000000E+00  0.0000000E+00
    c12     12   5.3177425E-03  5.9970072E-03  6.7926478E-04  5.3544706E-03  6.0653407E-04  9.4586134E-01
    c13     13   1.0715717E-05  1.8890758E-05  8.1750413E-06  1.6866748E-05  7.2997177E-06  3.6372530E-01
    c14     14   6.5167727E-10  6.5167727E-10  0.0000000E+00  5.8185468E-10  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.0641517E-04  5.5391208E-04  2.4749691E-04  4.9456436E-04  2.2099674E-04  3.4983698E-01
    n15     15  -5.1338583E-07  4.6403017E-07  9.7741599E-07  4.1431264E-07  8.7276146E-07 -3.2356739E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.0571303E-04  2.2552800E-03  2.1495670E-03  2.0136428E-03  1.9194069E-03  2.0815374E-02
    o17     17   7.3161832E-06  8.1870330E-06  8.7084993E-07  7.3098508E-06  7.7760563E-07  9.7314912E-01
    o18     18  -1.4503576E-06  3.4043946E-06  4.8547522E-06  3.0396382E-06  4.3349410E-06 -1.5416130E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   2.4051542E-07  3.3127785E-07  9.0762427E-08  2.9578379E-07  8.1044249E-08  5.6225216E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -6.3297921E-07  3.6220881E-04  3.6284179E-04  3.2340072E-04  3.2399135E-04 -7.9244492E-04
   ne21     21   3.9668862E-08  9.6450083E-07  9.2483197E-07  8.6116142E-07  8.2580766E-07  1.8205669E-02
   ne22     22   1.4286062E-04  1.7204061E-04  2.9179997E-05  1.5360769E-04  2.6055615E-05  7.7051163E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   9.8060432E-29  9.8060432E-29  0.0000000E+00  8.7553955E-29  0.0000000E+00  0.0000000E+00
   na23     23   3.9221663E-06  1.1405898E-05  7.4837321E-06  1.0183838E-05  6.6824286E-06  1.8297714E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   9.1335096E-08  1.1549135E-04  1.1540001E-04  1.0311727E-04  1.0304382E-04  3.0943414E-04
   mg25     25   7.1286195E-08  1.5237489E-05  1.5166203E-05  1.3604900E-05  1.3542315E-05  2.0024192E-03
   mg26     26   2.1130109E-07  1.7607508E-05  1.7396207E-05  1.5720989E-05  1.5533549E-05  5.2091451E-03
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   4.6532900E-08  4.6532900E-08  0.0000000E+00  4.1547231E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   4.6284185E-07  1.3476796E-05  1.3013954E-05  1.2032853E-05  1.1620516E-05  1.5143226E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.0753865E-08  1.4642446E-04  1.4641370E-04  1.3073612E-04  1.3073678E-04 -2.1744270E-06
   si29     29   8.7075023E-09  7.6899223E-06  7.6812148E-06  6.8660020E-06  6.8587660E-06  4.5794013E-04
   si30     30   2.7071565E-08  5.3008703E-06  5.2737987E-06  4.7329199E-06  4.7091189E-06  2.1894982E-03
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   3.4089847E-17  3.4089847E-17  0.0000000E+00  3.0437365E-17  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   3.6611709E-09  1.8321834E-06  1.8285223E-06  1.6358781E-06  1.6327374E-06  8.3458959E-04
    p32     32   8.7024877E-21  8.7024877E-21  0.0000000E+00  7.7700783E-21  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -3.0006049E-08  8.8721310E-05  8.8751316E-05  7.9215453E-05  7.9248472E-05 -1.8098063E-04
    s33     33   8.7144940E-09  7.3116155E-07  7.2244706E-07  6.5282279E-07  6.4509271E-07  5.1731816E-03
    s34     34   2.5465852E-11  4.1890398E-05  4.1890373E-05  3.7402140E-05  3.7405054E-05 -3.3834280E-05
    s35     35   1.1628641E-09  1.1628641E-09  0.0000000E+00  1.0382716E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -7.5817297E-08  1.5914742E-05  1.5990559E-05  1.4209591E-05  1.4278407E-05 -2.0981738E-03
   fe55     55   4.9991719E-08  4.9991719E-08  0.0000000E+00  4.4635463E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -3.1135278E-07  2.6187961E-04  2.6219097E-04  2.3382108E-04  2.3411745E-04 -5.5014039E-04
   fe57     57   2.3614211E-07  6.6394837E-06  6.4033416E-06  5.9281106E-06  5.7177185E-06  1.5693501E-02
   fe58     58   1.0306570E-07  9.3225742E-07  8.2919172E-07  8.3237268E-07  7.4040793E-07  5.0846756E-02
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   4.0928851E-11  4.0928851E-11  0.0000000E+00  3.6543615E-11  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   3.4493894E-08  7.8763901E-07  7.5314512E-07  7.0324910E-07  6.7250380E-07  1.9414417E-02
   co60     60   1.4383285E-16  1.4383285E-16  0.0000000E+00  1.2842219E-16  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -5.0523340E-08  1.1037894E-05  1.1088418E-05  9.8552628E-06  9.9011504E-06 -2.0174421E-03
   ni59     59   4.7314943E-09  4.7314943E-09  0.0000000E+00  4.2245483E-09  0.0000000E+00  0.0000000E+00
   ni60     60  -1.0504664E-10  4.3914456E-06  4.3915506E-06  3.9209335E-06  3.9213351E-06 -4.4474375E-05
   ni61     61   4.5825720E-07  6.5099920E-07  1.9274199E-07  5.8124925E-07  1.7210458E-07  5.2857000E-01
   ni62     62  -4.4465378E-07  1.7797021E-07  6.2262399E-07  1.5890197E-07  5.5595797E-07 -5.4391265E-01
# Minitial =  1.90 msun, Z = 0.0040, Mfinal = 0.640 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   9.1044612E-09  2.3391472E-08  1.4287011E-08  1.8564661E-08  1.1339757E-08  2.1408330E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -4.9096823E-02  8.9401174E-01  9.4310856E-01  7.0953315E-01  7.4855560E-01 -2.3251379E-02
      d      2   6.7059408E-18  6.7059408E-18  0.0000000E+00  5.3221752E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.1514408E-04  3.1514408E-04  0.0000000E+00  2.5011436E-04  0.0000000E+00  0.0000000E+00
    he4      4   3.9404601E-02  3.5142183E-01  3.1201723E-01  2.7890623E-01  2.4765149E-01  5.1617257E-02
    li7      7  -1.6120941E-09  7.3825757E-10  2.3503517E-09  5.8591870E-10  1.8655000E-09 -5.0295794E-01
    be7      7   1.9018553E-13  1.9018553E-13  0.0000000E+00  1.5094089E-13  0.0000000E+00  0.0000000E+00
     b8      8   2.8116473E-26  2.8116473E-26  0.0000000E+00  2.2314661E-26  0.0000000E+00  0.0000000E+00
    c12     12   8.5472632E-03  9.3114385E-03  7.6417497E-04  7.3900307E-03  6.0653407E-04  1.0857911E+00
    c13     13   1.1378781E-05  2.0575728E-05  9.1969468E-06  1.6329943E-05  7.2997177E-06  3.4967864E-01
    c14     14   2.5412146E-09  2.5412146E-09  0.0000000E+00  2.0168369E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.5789254E-04  6.3632731E-04  2.7843477E-04  5.0502166E-04  2.2099674E-04  3.5892415E-01
    n15     15  -5.9841182E-07  5.0118422E-07  1.0995960E-06  3.9776526E-07  8.7276146E-07 -3.4126872E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.2931973E-04  2.5475891E-03  2.4182694E-03  2.0218962E-03  1.9194069E-03  2.2591809E-02
    o17     17   1.1966967E-05  1.2946675E-05  9.7970883E-07  1.0275139E-05  7.7760563E-07  1.1210283E+00
    o18     18  -1.7826685E-06  3.6789431E-06  5.4616116E-06  2.9197961E-06  4.3349410E-06 -1.7163065E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   5.9555578E-07  6.9766378E-07  1.0210800E-07  5.5370140E-07  8.1044249E-08  8.3455342E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -2.2529275E-07  4.0797284E-04  4.0819813E-04  3.2378797E-04  3.2399135E-04 -2.7269073E-04
   ne21     21   6.7572614E-08  1.1080114E-06  1.0404387E-06  8.7937411E-07  8.2580766E-07  2.7294794E-02
   ne22     22   3.1272040E-04  3.4554797E-04  3.2827586E-05  2.7424443E-04  2.6055615E-05  1.0222365E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.0506384E-27  1.0506384E-27  0.0000000E+00  8.3384004E-28  0.0000000E+00  0.0000000E+00
   na23     23   6.2264735E-06  1.4645696E-05  8.4192225E-06  1.1623569E-05  6.6824286E-06  2.4040517E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.6771082E-07  1.2999309E-04  1.2982538E-04  1.0316912E-04  1.0304382E-04  5.2775297E-04
   mg25     25   5.8293153E-07  1.7644956E-05  1.7062024E-05  1.4003933E-05  1.3542315E-05  1.4557104E-02
   mg26     26   7.2156945E-07  2.0292357E-05  1.9570787E-05  1.6105045E-05  1.5533549E-05  1.5691256E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   5.1036345E-08  5.1036345E-08  0.0000000E+00  4.0505036E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   7.2183047E-07  1.5362570E-05  1.4640739E-05  1.2192516E-05  1.1620516E-05  2.0867929E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.3722456E-08  1.6472957E-04  1.6471585E-04  1.3073775E-04  1.3073678E-04  3.2616199E-06
   si29     29   2.1422238E-08  8.6628124E-06  8.6413902E-06  6.8752479E-06  6.8587660E-06  1.0423668E-03
   si30     30   5.8263140E-08  5.9913032E-06  5.9330400E-06  4.7550025E-06  4.7091189E-06  4.2110970E-03
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   1.9046364E-16  1.9046364E-16  0.0000000E+00  1.5116162E-16  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   7.3771389E-09  2.0644702E-06  2.0570931E-06  1.6384685E-06  1.6327374E-06  1.5217555E-03
    p32     32   4.8621751E-20  4.8621751E-20  0.0000000E+00  3.8588693E-20  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -6.4486812E-08  9.9781020E-05  9.9845507E-05  7.9191290E-05  7.9248472E-05 -3.1348865E-04
    s33     33   1.7165576E-08  8.2992079E-07  8.1275522E-07  6.5866732E-07  6.4509271E-07  9.0439571E-03
    s34     34   1.7826096E-10  4.7126974E-05  4.7126796E-05  3.7402362E-05  3.7405054E-05 -3.1245490E-05
    s35     35   2.4906974E-09  2.4906974E-09  0.0000000E+00  1.9767441E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -1.5041405E-07  1.7839016E-05  1.7989430E-05  1.4157949E-05  1.4278407E-05 -3.6794166E-03
   fe55     55   9.1989278E-08  9.1989278E-08  0.0000000E+00  7.3007364E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -6.6059874E-07  2.9430503E-04  2.9496563E-04  2.3357543E-04  2.3411745E-04 -1.0066545E-03
   fe57     57   4.8141010E-07  7.6851893E-06  7.2037792E-06  6.0993566E-06  5.7177185E-06  2.8061263E-02
   fe58     58   2.3760435E-07  1.1704476E-06  9.3284325E-07  9.2892668E-07  7.4040793E-07  9.8510377E-02
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   2.2854481E-10  2.2854481E-10  0.0000000E+00  1.8138477E-10  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   6.8037423E-08  9.1532797E-07  8.4729055E-07  7.2645076E-07  6.7250380E-07  3.3511441E-02
   co60     60   8.0315542E-16  8.0315542E-16  0.0000000E+00  6.3742496E-16  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.0200347E-07  1.2372500E-05  1.2474504E-05  9.8194450E-06  9.9011504E-06 -3.5987038E-03
   ni59     59   9.5706589E-09  9.5706589E-09  0.0000000E+00  7.5957614E-09  0.0000000E+00  0.0000000E+00
   ni60     60   3.9894985E-09  4.9444975E-06  4.9405080E-06  3.9242045E-06  3.9213351E-06  3.1765996E-04
   ni61     61   5.6418975E-07  7.8102505E-07  2.1683532E-07  6.1986117E-07  1.7210458E-07  5.5650198E-01
   ni62     62  -5.2750136E-07  1.7295261E-07  7.0045394E-07  1.3726398E-07  5.5595797E-07 -6.0748535E-01
# Minitial =  2.00 msun, Z = 0.0040, Mfinal = 0.650 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.2149419E-08  2.8590868E-08  1.6441449E-08  1.9717842E-08  1.1339757E-08  2.4025565E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -5.4119706E-02  1.0312068E+00  1.0853266E+00  7.1117717E-01  7.4855560E-01 -2.2246266E-02
      d      2   8.5101797E-18  8.5101797E-18  0.0000000E+00  5.8690896E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.9444919E-04  2.9444919E-04  0.0000000E+00  2.0306841E-04  0.0000000E+00  0.0000000E+00
    he4      4   4.1264355E-02  4.0033284E-01  3.5906848E-01  2.7609164E-01  2.4765149E-01  4.7212325E-02
    li7      7  -1.8395754E-09  8.6520235E-10  2.7047777E-09  5.9669131E-10  1.8655000E-09 -4.9504557E-01
    be7      7   8.3350339E-14  8.3350339E-14  0.0000000E+00  5.7482996E-14  0.0000000E+00  0.0000000E+00
     b8      8   4.2892817E-27  4.2892817E-27  0.0000000E+00  2.9581255E-27  0.0000000E+00  0.0000000E+00
    c12     12   1.1495146E-02  1.2374557E-02  8.7941031E-04  8.5341772E-03  6.0653407E-04  1.1483065E+00
    c13     13   1.3583056E-05  2.4166875E-05  1.0583819E-05  1.6666811E-05  7.2997177E-06  3.5854647E-01
    c14     14   2.4103741E-09  2.4103741E-09  0.0000000E+00  1.6623271E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.6501107E-04  6.8543298E-04  3.2042191E-04  4.7271242E-04  2.2099674E-04  3.3021116E-01
    n15     15  -6.4801168E-07  6.1740025E-07  1.2654119E-06  4.2579330E-07  8.7276146E-07 -3.1169674E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.5313528E-04  2.9360724E-03  2.7829371E-03  2.0248776E-03  1.9194069E-03  2.3231730E-02
    o17     17   1.0451532E-05  1.1578978E-05  1.1274460E-06  7.9855026E-06  7.7760563E-07  1.0115429E+00
    o18     18  -1.8622445E-06  4.4229619E-06  6.2852064E-06  3.0503186E-06  4.3349410E-06 -1.5263797E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.0329306E-06  1.1504362E-06  1.1750559E-07  7.9340435E-07  8.1044249E-08  9.9077237E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   7.0952228E-07  4.7046269E-04  4.6975317E-04  3.2445704E-04  3.2399135E-04  6.2376610E-04
   ne21     21   9.2661594E-08  1.2899955E-06  1.1973339E-06  8.8965209E-07  8.2580766E-07  3.2341301E-02
   ne22     22   5.1263237E-04  5.5041024E-04  3.7777889E-05  3.7959329E-04  2.6055615E-05  1.1634172E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.0501136E-26  1.0501136E-26  0.0000000E+00  7.2421630E-27  0.0000000E+00  0.0000000E+00
   na23     23   7.9727333E-06  1.7661549E-05  9.6888152E-06  1.2180379E-05  6.6824286E-06  2.6072645E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   2.9173680E-07  1.4969439E-04  1.4940265E-04  1.0323751E-04  1.0304382E-04  8.1557367E-04
   mg25     25   1.5125279E-06  2.1147453E-05  1.9634925E-05  1.4584451E-05  1.3542315E-05  3.2197155E-02
   mg26     26   1.5349997E-06  2.4057003E-05  2.2522003E-05  1.6591037E-05  1.5533549E-05  2.8602840E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   5.1126168E-08  5.1126168E-08  0.0000000E+00  3.5259429E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.0093663E-06  1.7857885E-05  1.6848518E-05  1.2315783E-05  1.1620516E-05  2.5236629E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.5090336E-08  1.8956960E-04  1.8955451E-04  1.3073767E-04  1.3073678E-04  2.9509904E-06
   si29     29   3.9652150E-08  9.9841382E-06  9.9444860E-06  6.8856129E-06  6.8587660E-06  1.6966133E-03
   si30     30   9.9822046E-08  6.9275466E-06  6.8277245E-06  4.7776184E-06  4.7091189E-06  6.2718098E-03
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   4.6292023E-16  4.6292023E-16  0.0000000E+00  3.1925535E-16  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.1690418E-08  2.3789871E-06  2.3672967E-06  1.6406808E-06  1.6327374E-06  2.1077415E-03
    p32     32   1.1817471E-19  1.1817471E-19  0.0000000E+00  8.1499799E-20  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -1.0928488E-07  1.1479262E-04  1.1490191E-04  7.9167330E-05  7.9248472E-05 -4.4489698E-04
    s33     33   2.7198837E-08  9.6251506E-07  9.3531622E-07  6.6380352E-07  6.4509271E-07  1.2417406E-02
    s34     34   4.6566129E-10  5.4233842E-05  5.4233376E-05  3.7402653E-05  3.7405054E-05 -2.7880084E-05
    s35     35   4.2105786E-09  4.2105786E-09  0.0000000E+00  2.9038474E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -2.3858229E-07  2.0463600E-05  2.0702182E-05  1.4112828E-05  1.4278407E-05 -5.0656996E-03
   fe55     55   1.3787033E-07  1.3787033E-07  0.0000000E+00  9.5082989E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -1.1119992E-06  3.3833357E-04  3.3944557E-04  2.3333351E-04  2.3411745E-04 -1.4566621E-03
