# Minitial =  1.00 msun, Z = 0.0001, Mfinal = 0.720 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -7.9086249E-09  1.9970723E-07  2.0761586E-07  2.3803008E-07  2.4747860E-07 -1.6905790E-02
   ni59     59   1.7734895E-10  1.7734895E-10  0.0000000E+00  2.1138136E-10  0.0000000E+00  0.0000000E+00
   ni60     60   3.0627447E-09  8.5288676E-08  8.2225931E-08  1.0165516E-07  9.8013501E-08  1.5843529E-02
   ni61     61   5.4757948E-08  5.8366783E-08  3.6088372E-09  6.9567086E-08  4.3017425E-09  1.2087594E+00
   ni62     62  -9.6225463E-09  2.0352593E-09  1.1657805E-08  2.4258155E-09  1.3896132E-08 -7.5803614E-01
# Minitial =  1.75 msun, Z = 0.0001, Mfinal = 0.664 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   4.8138684E-08  4.8446470E-08  3.0778710E-10  4.4610012E-08  2.8343647E-10  2.1969767E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.1293709E-01  7.2311097E-01  8.3604807E-01  6.6584808E-01  7.6990402E-01 -6.3061439E-02
      d      2   6.6017136E-18  6.6017136E-18  0.0000000E+00  6.0789263E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.8582352E-04  1.8582352E-04  0.0000000E+00  1.7110821E-04  0.0000000E+00  0.0000000E+00
    he4      4   8.6972579E-02  3.3673367E-01  2.4976109E-01  3.1006783E-01  2.3000120E-01  1.2972663E-01
    li7      7  -1.8799713E-09  1.4579758E-10  2.0257689E-09  1.3425192E-10  1.8655000E-09 -1.1428747E+00
    be7      7   8.5689187E-14  8.5689187E-14  0.0000000E+00  7.8903491E-14  0.0000000E+00  0.0000000E+00
     b8      8   2.1030214E-28  2.1030214E-28  0.0000000E+00  1.9364838E-28  0.0000000E+00  0.0000000E+00
    c12     12   2.3128891E-02  2.3145353E-02  1.6462731E-05  2.1312481E-02  1.5160279E-05  3.1479268E+00
    c13     13   1.1588018E-06  1.3569329E-06  1.9813112E-07  1.2494778E-06  1.8245595E-07  8.3557051E-01
    c14     14   9.6263957E-09  9.6263957E-09  0.0000000E+00  8.8640846E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   5.3541313E-05  5.9539674E-05  5.9983599E-06  5.4824748E-05  5.5237988E-06  9.9673879E-01
    n15     15   2.5382167E-08  4.9070920E-08  2.3688752E-08  4.5185011E-08  2.1814614E-08  3.1624687E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   4.2637682E-04  4.7847396E-04  5.2097123E-05  4.4058377E-04  4.7975449E-05  9.6300948E-01
    o17     17   8.0698288E-07  8.2808890E-07  2.1106006E-08  7.6251280E-07  1.9436200E-08  1.5936358E+00
    o18     18  -4.8923610E-08  6.8736661E-08  1.1766027E-07  6.3293427E-08  1.0835156E-07 -2.3347653E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   4.7968597E-06  4.7990593E-06  2.1997273E-09  4.4190233E-06  2.0256954E-09  3.3387523E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   2.2263119E-05  3.1056989E-05  8.7938697E-06  2.8597597E-05  8.0981417E-06  5.4794419E-01
   ne21     21   7.5797942E-07  7.8039375E-07  2.2414319E-08  7.1859461E-07  2.0641007E-08  1.5417531E+00
   ne22     22   2.0745571E-03  2.0752642E-03  7.0720938E-07  1.9109248E-03  6.5125835E-07  3.4674902E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   5.1146179E-26  5.1146179E-26  0.0000000E+00  4.7095930E-26  0.0000000E+00  0.0000000E+00
   na23     23   3.5481764E-05  3.5663139E-05  1.8137649E-07  3.2838987E-05  1.6702687E-07  2.2936034E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   4.2972561E-06  7.0941023E-06  2.7968463E-06  6.5323229E-06  2.5755735E-06  4.0419370E-01
   mg25     25   1.2499558E-05  1.2867127E-05  3.6756958E-07  1.1848184E-05  3.3848926E-07  1.5441070E+00
   mg26     26   1.2750495E-05  1.3172112E-05  4.2161625E-07  1.2129017E-05  3.8825999E-07  1.4947029E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   4.6806266E-09  4.6806266E-09  0.0000000E+00  4.3099693E-09  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   2.1924575E-07  5.3465328E-07  3.1540753E-07  4.9231426E-07  2.9045401E-07  2.2916505E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   5.5814780E-08  3.6043114E-06  3.5484966E-06  3.3188871E-06  3.2677567E-06  6.7427624E-03
   si29     29   1.4690059E-08  2.0085272E-07  1.8616267E-07  1.8494727E-07  1.7143438E-07  3.2949995E-02
   si30     30   4.6769813E-08  1.7458613E-07  1.2781632E-07  1.6076072E-07  1.1770411E-07  1.3538833E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   2.4439852E-15  2.4439852E-15  0.0000000E+00  2.2504469E-15  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   3.7681165E-08  8.1997413E-08  4.4316248E-08  7.5504069E-08  4.0810161E-08  2.6720205E-01
    p32     32   6.2390299E-19  6.2390299E-19  0.0000000E+00  5.7449632E-19  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.6008138E-08  2.1249778E-06  2.1509859E-06  1.9567015E-06  1.9808103E-06 -5.3183199E-03
    s33     33   1.8178614E-09  1.9327162E-08  1.7509301E-08  1.7796651E-08  1.6124050E-08  4.2864144E-02
    s34     34   3.2296157E-09  1.0184889E-06  1.0152593E-06  9.3783513E-07  9.3493685E-07  1.3441951E-03
    s35     35   2.7036697E-09  2.7036697E-09  0.0000000E+00  2.4895670E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -2.8089090E-08  3.5945973E-07  3.8754882E-07  3.3099423E-07  3.5688785E-07 -3.2711335E-02
   fe55     55   6.0903549E-09  6.0903549E-09  0.0000000E+00  5.6080616E-09  0.0000000E+00  0.0000000E+00
   fe56     56  -2.2949962E-07  6.1249866E-06  6.3544862E-06  5.6399508E-06  5.8517503E-06 -1.6010467E-02
   fe57     57   6.4140153E-08  2.1933216E-07  1.5519201E-07  2.0196333E-07  1.4291398E-07  1.5019782E-01
   fe58     58   9.3065552E-08  1.1316192E-07  2.0096374E-08  1.0420067E-07  1.8506446E-08  7.5054753E-01
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   2.8951868E-09  2.8951868E-09  0.0000000E+00  2.6659179E-09  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   1.9390164E-08  3.7643463E-08  1.8253299E-08  3.4662492E-08  1.6809187E-08  3.1431308E-01
   co60     60   1.0174298E-14  1.0174298E-14  0.0000000E+00  9.3685986E-15  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.9953319E-08  2.4878668E-07  2.6874000E-07  2.2908534E-07  2.4747860E-07 -3.3540331E-02
   ni59     59   3.2769851E-10  3.2769851E-10  0.0000000E+00  3.0174818E-10  0.0000000E+00  0.0000000E+00
   ni60     60   8.0239460E-09  1.1445800E-07  1.0643405E-07  1.0539411E-07  9.8013501E-08  3.1530406E-02
   ni61     61   1.1264506E-07  1.1731638E-07  4.6713144E-09  1.0802613E-07  4.3017425E-09  1.3998843E+00
   ni62     62  -1.4918244E-08  1.7173266E-10  1.5089977E-08  1.5813320E-10  1.3896132E-08 -1.9438709E+00
# Minitial =  1.90 msun, Z = 0.0001, Mfinal = 0.681 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   2.3209454E-08  2.3554936E-08  3.4548198E-10  1.9323164E-08  2.8343647E-10  1.8336225E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.4084017E-01  7.9759932E-01  9.3843949E-01  6.5430623E-01  7.6990402E-01 -7.0655532E-02
      d      2   7.2351007E-18  7.2351007E-18  0.0000000E+00  5.9352753E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.8984062E-04  1.8984062E-04  0.0000000E+00  1.5573471E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.0693604E-01  3.8728553E-01  2.8034949E-01  3.1770757E-01  2.3000120E-01  1.4029744E-01
    li7      7  -2.1489928E-09  1.2487374E-10  2.2738664E-09  1.0243949E-10  1.8655000E-09 -1.2603278E+00
    be7      7   4.5345065E-13  4.5345065E-13  0.0000000E+00  3.7198578E-13  0.0000000E+00  0.0000000E+00
     b8      8   1.5603310E-28  1.5603310E-28  0.0000000E+00  1.2800090E-28  0.0000000E+00  0.0000000E+00
    c12     12   2.9669449E-02  2.9687928E-02  1.8478933E-05  2.4354329E-02  1.5160279E-05  3.2058690E+00
    c13     13   1.4229679E-06  1.6453643E-06  2.2239637E-07  1.3497656E-06  1.8245595E-07  8.6910033E-01
    c14     14   1.4762727E-08  1.4762727E-08  0.0000000E+00  1.2110522E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   6.4266220E-05  7.0999202E-05  6.7329834E-06  5.8243808E-05  5.5237988E-06  1.0230119E+00
    n15     15   1.2573764E-08  3.9163695E-08  2.6589930E-08  3.2127723E-08  2.1814614E-08  1.6813239E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   4.7838208E-04  5.3685956E-04  5.8477490E-05  4.4040981E-04  4.7975449E-05  9.6283793E-01
    o17     17   8.4707517E-07  8.7076603E-07  2.3690871E-08  7.1432817E-07  1.9436200E-08  1.5652864E+00
    o18     18  -5.8744547E-08  7.3325651E-08  1.3207020E-07  6.0152296E-08  1.0835156E-07 -2.5558296E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   7.8203793E-06  7.8228486E-06  2.4691293E-09  6.4174315E-06  2.0256954E-09  3.5007870E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   4.1891275E-05  5.1762137E-05  9.8708624E-06  4.2462787E-05  8.0981417E-06  7.1962309E-01
   ne21     21   1.3447584E-06  1.3699179E-06  2.5159416E-08  1.1238046E-06  2.0641007E-08  1.7359599E+00
   ne22     22   3.3168944E-03  3.3176881E-03  7.9382175E-07  2.7216475E-03  6.5125835E-07  3.6210785E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.6981101E-24  3.6981101E-24  0.0000000E+00  3.0337246E-24  0.0000000E+00  0.0000000E+00
   na23     23   6.7166242E-05  6.7369831E-05  2.0358979E-07  5.5266475E-05  1.6702687E-07  2.5196755E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   9.1721749E-06  1.2311553E-05  3.1393781E-06  1.0099716E-05  2.5755735E-06  5.9343523E-01
   mg25     25   2.6183176E-05  2.6595762E-05  4.1258610E-07  2.1817688E-05  3.3848926E-07  1.8092638E+00
   mg26     26   2.7986107E-05  2.8459359E-05  4.7325187E-07  2.3346480E-05  3.8825999E-07  1.7790987E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   8.8806145E-09  8.8806145E-09  0.0000000E+00  7.2851636E-09  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   5.6133979E-07  9.1537544E-07  3.5403568E-07  7.5092328E-07  2.9045401E-07  4.1251820E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.2716282E-07  4.1102467E-06  3.9830838E-06  3.3718184E-06  3.2677567E-06  1.3614453E-02
   si29     29   2.2170170E-08  2.3113230E-07  2.0896213E-07  1.8960813E-07  1.7143438E-07  4.3759041E-02
   si30     30   5.4448194E-08  1.9791827E-07  1.4347007E-07  1.6236118E-07  1.1770411E-07  1.3969058E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   3.4088762E-16  3.4088762E-16  0.0000000E+00  2.7964531E-16  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   2.5351120E-08  7.5094810E-08  4.9743690E-08  6.1603622E-08  4.0810161E-08  1.7883793E-01
    p32     32   8.7022031E-20  8.7022031E-20  0.0000000E+00  7.1388052E-20  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -3.8425242E-08  2.3759933E-06  2.4144185E-06  1.9491331E-06  1.9808103E-06 -7.0013911E-03
    s33     33   2.4767193E-09  2.2130395E-08  1.9653676E-08  1.8154550E-08  1.6124050E-08  5.1511373E-02
    s34     34   6.6347638E-10  1.1402622E-06  1.1395987E-06  9.3540785E-07  9.3493685E-07  2.1873313E-04
    s35     35   2.2171038E-09  2.2171038E-09  0.0000000E+00  1.8187890E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -3.9442114E-08  3.9557011E-07  4.3501223E-07  3.2450379E-07  3.5688785E-07 -4.1311983E-02
   fe55     55   7.7875386E-09  7.7875386E-09  0.0000000E+00  6.3884649E-09  0.0000000E+00  0.0000000E+00
   fe56     56  -3.1958143E-07  6.8131435E-06  7.1327249E-06  5.5891251E-06  5.8517503E-06 -1.9941969E-02
   fe57     57   9.3413689E-08  2.6761219E-07  1.7419850E-07  2.1953420E-07  1.4291398E-07  1.8642749E-01
   fe58     58   1.5068115E-07  1.7323873E-07  2.2557591E-08  1.4211545E-07  1.8506446E-08  8.8531828E-01
   fe59     59   2.9198332E-36  2.9198332E-36  0.0000000E+00  2.3952692E-36  0.0000000E+00  0.0000000E+00
   fe60     60   6.0751719E-09  6.0751719E-09  0.0000000E+00  4.9837343E-09  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   3.2383845E-08  5.2872640E-08  2.0488793E-08  4.3373781E-08  1.6809187E-08  4.1168058E-01
   co60     60   2.1349455E-14  2.1349455E-14  0.0000000E+00  1.7513909E-14  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -2.8151590E-08  2.7350117E-07  3.0165276E-07  2.2436519E-07  2.4747860E-07 -4.2582147E-02
   ni59     59   3.7736397E-10  3.7736397E-10  0.0000000E+00  3.0956848E-10  0.0000000E+00  0.0000000E+00
   ni60     60   1.4300568E-08  1.3376967E-07  1.1946911E-07  1.0973722E-07  9.8013501E-08  4.9068045E-02
   ni61     61   1.1718577E-07  1.2242919E-07  5.2434133E-09  1.0043411E-07  4.3017425E-09  1.3682368E+00
   ni62     62  -1.6850011E-08  8.8044703E-11  1.6938056E-08  7.2226995E-11  1.3896132E-08 -2.2841945E+00
# Minitial =  2.00 msun, Z = 0.0001, Mfinal = 0.685 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   6.9170651E-09  7.2897555E-09  3.7269046E-10  5.5435398E-09  2.8343647E-10  1.2913314E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.7051715E-01  8.4182924E-01  1.0123464E+00  6.4017427E-01  7.6990402E-01 -8.0138370E-02
      d      2   8.1625827E-18  8.1625827E-18  0.0000000E+00  6.2072870E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.9862058E-04  1.9862058E-04  0.0000000E+00  1.5104226E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.2915394E-01  4.3158239E-01  3.0242845E-01  3.2819954E-01  2.3000120E-01  1.5440789E-01
    li7      7  -2.3795910E-09  7.3353892E-11  2.4529450E-09  5.5782424E-11  1.8655000E-09 -1.5242978E+00
    be7      7   1.4920014E-13  1.4920014E-13  0.0000000E+00  1.1346018E-13  0.0000000E+00  0.0000000E+00
     b8      8   8.4343664E-29  8.4343664E-29  0.0000000E+00  6.4139666E-29  0.0000000E+00  0.0000000E+00
    c12     12   3.5681147E-02  3.5701081E-02  1.9934243E-05  2.7149109E-02  1.5160279E-05  3.2530484E+00
    c13     13   1.5204510E-06  1.7603622E-06  2.3991123E-07  1.3386784E-06  1.8245595E-07  8.6551821E-01
    c14     14   2.7119089E-08  2.7119089E-08  0.0000000E+00  2.0622881E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   7.0844028E-05  7.8107267E-05  7.2632397E-06  5.9397160E-05  5.5237988E-06  1.0315279E+00
    n15     15  -3.3453436E-09  2.5338679E-08  2.8684022E-08  1.9268956E-08  2.1814614E-08 -5.3889334E-02
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   5.1547808E-04  5.7856098E-04  6.3082894E-05  4.3997032E-04  4.7975449E-05  9.6240437E-01
    o17     17   9.1153345E-07  9.3709008E-07  2.5556648E-08  7.1261599E-07  1.9436200E-08  1.5642442E+00
    o18     18  -6.8500185E-08  7.3971222E-08  1.4247141E-07  5.6251878E-08  1.0835156E-07 -2.8469816E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.0982010E-05  1.0984674E-05  2.6635858E-09  8.3533641E-06  2.0256954E-09  3.6152873E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   6.2190818E-05  7.2839059E-05  1.0648242E-05  5.5390916E-05  8.0981417E-06  8.3505321E-01
   ne21     21   2.2601437E-06  2.2872846E-06  2.7140850E-08  1.7393799E-06  2.0641007E-08  1.9256636E+00
   ne22     22   4.5928122E-03  4.5936685E-03  8.5633928E-07  3.4932839E-03  6.5125835E-07  3.7294805E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.5274209E-23  1.5274209E-23  0.0000000E+00  1.1615367E-23  0.0000000E+00  0.0000000E+00
   na23     23   1.0380793E-04  1.0402755E-04  2.1962353E-07  7.9108402E-05  1.6702687E-07  2.6754363E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.6007794E-05  1.9394414E-05  3.3866199E-06  1.4748603E-05  2.5755735E-06  7.5787693E-01
   mg25     25   4.8662492E-05  4.9107570E-05  4.4507937E-07  3.7344158E-05  3.3848926E-07  2.0426779E+00
   mg26     26   5.5688910E-05  5.6199431E-05  5.1052285E-07  4.2737207E-05  3.8825999E-07  2.0416834E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   1.5373400E-08  1.5373400E-08  0.0000000E+00  1.1690799E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.1896975E-06  1.5716153E-06  3.8191780E-07  1.1951446E-06  2.9045401E-07  6.1434311E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   2.9214652E-07  4.5889183E-06  4.2967717E-06  3.4896716E-06  3.2677567E-06  2.8534831E-02
   si29     29   3.4649943E-08  2.6006893E-07  2.2541899E-07  1.9777104E-07  1.7143438E-07  6.2064800E-02
   si30     30   6.5299886E-08  2.2006897E-07  1.5476908E-07  1.6735282E-07  1.1770411E-07  1.5284142E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   4.5413063E-16  4.5413063E-16  0.0000000E+00  3.4534648E-16  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.3874118E-08  6.7535375E-08  5.3661257E-08  5.1357699E-08  4.0810161E-08  9.9837251E-02
    p32     32   1.1593084E-19  1.1593084E-19  0.0000000E+00  8.8160328E-20  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -5.2827545E-08  2.5517388E-06  2.6045664E-06  1.9404856E-06  1.9808103E-06 -8.9324564E-03
    s33     33   3.0252689E-09  2.4226772E-08  2.1201503E-08  1.8423400E-08  1.6124050E-08  5.7895653E-02
    s34     34   6.4176220E-10  1.2299897E-06  1.2293480E-06  9.3535334E-07  9.3493685E-07  1.9342866E-04
    s35     35   2.2961895E-09  2.2961895E-09  0.0000000E+00  1.7461516E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -5.1706536E-08  4.1756510E-07  4.6927164E-07  3.1753999E-07  3.5688785E-07 -5.0733343E-02
   fe55     55   8.2020835E-09  8.2020835E-09  0.0000000E+00  6.2373258E-09  0.0000000E+00  0.0000000E+00
   fe56     56  -4.3619730E-07  7.2582661E-06  7.6944634E-06  5.5195937E-06  5.8517503E-06 -2.5378674E-02
   fe57     57   1.1854812E-07  3.0646564E-07  1.8791752E-07  2.3305371E-07  1.4291398E-07  2.1238132E-01
